procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_clean,date_clean,vendor_clean,grain_clean,qty_kg_clean,cost_clean,cost_per_kg
MDM011077,07.09.2025,S0587,goyal mill,Sarson Tel,42.2,KGS,,,SCH0587,,Goyal Mill,Sarson Tel,42.2,0.0,0.0
MDM005528,2025-12-29,sch_0277,Kumar Supplies,Wheat,49.8,kg,"₹1,494",PENDING,SCH0277,,Kumar Supplies,Wheat,49.8,1494.0,30.0
MDM011976,10.10.2025,SCH0008,Singh Brothers,Lentils,1.198,Sacks,5391,paid,SCH0008,,Singh Brothers,Dal,1.198,5391.0,4500.0
MDM002772,07/08/2025,sch0162,Kumar & Co.,Pulses,54.7,Kgs,"₹4,923",Pending,SCH0162,,Kumar & Co,Dal,54.7,4923.0,90.0
MDM004388,22-Jun-2025,SCH0154,S. Agro Works,RICE,,,"Rs. 1,056",Paid,SCH0154,,S Agro Works,Rice,0.0,1056.0,0.0
MDM002902,08-Feb-2026,sch0080,Singh Agro,Mustard Oil,23500,g,2820,Paid,SCH0080,,Singh Agro,Mustard Oil,23500.0,2820.0,0.12
MDM002465,21.07.2025,SCH0077,Singh Agro,dal,53.0 kg,,4770,PENDING,SCH0077,,Singh Agro,Dal,53.0,4770.0,90.0
MDM007700,2026/02/09,0081,Singh Agro,Oil,34.3,kg,4116,PENDING,SCH0081,2026-02-09,Singh Agro,Oil,34.3,4116.0,120.00000000000001
MDM007554,27-Apr-2025,sch0542,Kumar Supplies,Gehun,33,kg,990,Pending,SCH0542,,Kumar Supplies,Wheat,33.0,990.0,30.0
MDM001374,09.01.2026,SCH-0366,S. Agro Works,Mustard Oil,,,5400,PENDING,SCH0366,,S Agro Works,Mustard Oil,0.0,5400.0,0.0
MDM009028,15/10/2025,SCH-0356,Kumar & Co.,Cooking Oil,1.012,Sacks,,Cleared,SCH0356,,Kumar & Co,Cooking Oil,1.012,0.0,0.0
MDM001154,2026-01-18,SCH0221,Sharma Traders,Daal,29.5 kg,,"₹2,655",Paid,SCH0221,,Sharma Traders,Daal,29.5,2655.0,90.0
MDM009025,23.02.2026,SCH-0548,S. Agro Works,Rice,27,KGS,"1,080/-",Pending,SCH0548,,S Agro Works,Rice,27.0,1080.0,40.0
MDM003205,2025-06-21,SCH0226,Kumar Supplies,Mustard Oil,0.394,50kg Bags,"₹2,364",Cleared,SCH0226,,Kumar Supplies,Mustard Oil,0.394,2364.0,6000.0
MDM005008,2025-07-02,sch_0059,kumar general store,RICE,37,KGS,1480,PENDING,SCH0059,,Kumar General Store,Rice,37.0,1480.0,40.0
MDM000219,2025-09-26,SCH0517,Singh Agro,Sarson Tel,,,"₹6,948",paid,SCH0517,,Singh Agro,Sarson Tel,0.0,6948.0,0.0
MDM001143,2026/01/24,SCH0499,S. Agro Works,Gehun,52.1 kg,,"₹1,563",Paid,SCH0499,2026-01-24,S Agro Works,Wheat,52.1,1563.0,30.0
MDM007106,06.05.2025,sch_0102,sharma traders pvt ltd,Daal,,,5094,Pending,SCH0102,,Sharma Traders,Daal,0.0,5094.0,0.0
MDM011378,08-14-2025,sch_0179,Sharma Traders,Sarson Tel,45700,Grams,"₹5,484",PENDING,SCH0179,,Sharma Traders,Sarson Tel,45700.0,5484.0,0.12
MDM011113,2026-03-16,SCH0443,Singh Brothers,RICE,30400,g,"₹1,216",paid,SCH0443,,Singh Brothers,Rice,30400.0,1216.0,0.04
MDM009449,16/03/2026,SCH0372,Singh Agro,Rice,0.39,Sacks,780,PENDING,SCH0372,,Singh Agro,Rice,0.39,780.0,2000.0
MDM007601,06/02/2026,sch0504,Sharma & Sons,Rice,0.7959999999999999,50kg Bags,1592,Cleared,SCH0504,,Sharma & Sons,Rice,0.7959999999999999,1592.0,2000.0000000000002
MDM011139,18.02.2026,SCH0020,Sharma Traders,dal,31100,g,"₹2,799",Paid,SCH0020,,Sharma Traders,Dal,31100.0,2799.0,0.09
MDM004336,11-Jan-2026,sch_0079,Sharma & Sons,dal,32.9 kg,,2961,Due,SCH0079,,Sharma & Sons,Dal,32.9,2961.0,90.0
MDM005400,05-05-2025,SCH-0041,goyal mill,Oil,54,KG,,Due,SCH0041,,Goyal Mill,Oil,54.0,0.0,0.0
MDM010937,27.07.2025,SCH0239,Goyal Rice Mill,Chawal,25.3 kg,,1012,paid,SCH0239,,Goyal Rice Mill,Rice,25.3,1012.0,40.0
MDM008996,09-06-2025,SCH0203,Sharma Traders,gehun,0.912,50kg Bags,1368,paid,SCH0203,,Sharma Traders,Wheat,0.912,1368.0,1500.0
MDM007616,30.07.2025,SCH0564,Goyal Enterprises,dal,34500,grams,"3,105/-",Paid,SCH0564,,Goyal Enterprises,Dal,34500.0,3105.0,0.09
MDM001714,06/01/2026,0589,Kumar Supplies,gehun,,,,Paid,SCH0589,,Kumar Supplies,Wheat,0.0,0.0,0.0
MDM008244,11/09/2025,sch_0595,goyal mill,Atta,0.502,Sacks,₹753,Pending,SCH0595,,Goyal Mill,Atta,0.502,753.0,1500.0
MDM009279,2025/07/26,sch_0384,Singh Brothers,Mustard Oil,22000,grams,2640,Cleared,SCH0384,2025-07-26,Singh Brothers,Mustard Oil,22000.0,2640.0,0.12
MDM002334,12-12-2025,SCH-0318,Kumar & Co.,Lentils,,,"2,466/-",Paid,SCH0318,,Kumar & Co,Dal,0.0,2466.0,0.0
MDM008876,18-Apr-2025,S0144,S. Agro Works,gehun,,,Rs. 510,PENDING,SCH0144,,S Agro Works,Wheat,0.0,510.0,0.0
MDM011298,2025-04-13,SCH0574,Sharma & Sons,Gehun,0.348,Bori,Rs. 522,Pending,SCH0574,,Sharma & Sons,Wheat,0.348,522.0,1500.0
MDM006621,26.07.2025,S0150,S. Agro Works,Chawal,24500,g,980,Cleared,SCH0150,,S Agro Works,Rice,24500.0,980.0,0.04
MDM002565,10-11-2025,sch_0259,Singh Brothers,chawal,38.7,KG,1548,,SCH0259,,Singh Brothers,Rice,38.7,1548.0,40.0
MDM010508,2025-04-12,SCH-0578,sharma traders pvt ltd,Oil,,,"₹4,824",paid,SCH0578,,Sharma Traders,Oil,0.0,4824.0,0.0
MDM003795,2025/09/05,SCH-0595,Goyal Rice Mill,Wheat,51800,grams,"₹1,554",Pending,SCH0595,2025-09-05,Goyal Rice Mill,Wheat,51800.0,1554.0,0.03
MDM006302,29-Oct-2025,SCH0225,Singh Agro,chawal,,,,paid,SCH0225,,Singh Agro,Rice,0.0,0.0,0.0
MDM010965,2025-06-29,SCH0222,Sharma & Sons,Chawal,25800,grams,1032,Pending,SCH0222,,Sharma & Sons,Rice,25800.0,1032.0,0.04
MDM006190,27-Dec-2025,S0155,kumar general store,Mustard Oil,43.2 kg,,5184,paid,SCH0155,,Kumar General Store,Mustard Oil,43.2,5184.0,119.99999999999999
MDM003753,2025-09-11,0343,Goyal Rice Mill,chawal,0.56,50kg Bags,"₹1,120",,SCH0343,,Goyal Rice Mill,Rice,0.56,1120.0,1999.9999999999998
MDM008526,07-26-2025,sch0327,Singh Agro,Rice,,,"₹1,012",paid,SCH0327,,Singh Agro,Rice,0.0,1012.0,0.0
MDM006703,27/12/2025,SCH0168,Sharma Traders,Dal,53300,Grams,4797,paid,SCH0168,,Sharma Traders,Dal,53300.0,4797.0,0.09
MDM004101,2025-08-24,sch_0056,Singh Brothers,Sarson Tel,16.5,Kgs,1980,Paid,SCH0056,,Singh Brothers,Sarson Tel,16.5,1980.0,120.0
MDM000136,2026/01/13,sch_0206,sharma traders pvt ltd,Mustard Oil,55.9,Kgs,6708,Paid,SCH0206,2026-01-13,Sharma Traders,Mustard Oil,55.9,6708.0,120.0
MDM011912,2025-04-26,SCH0561,Kumar Supplies,dal,49.6,KG,"Rs. 4,464",Cleared,SCH0561,,Kumar Supplies,Dal,49.6,4464.0,90.0
MDM008652,2026-01-24,S0496,sharma traders pvt ltd,Sarson Tel,,,1272,PENDING,SCH0496,,Sharma Traders,Sarson Tel,0.0,1272.0,0.0
MDM000980,13-May-2025,SCH-0562,sharma traders pvt ltd,Atta,20.3 kg,,,paid,SCH0562,,Sharma Traders,Atta,20.3,0.0,0.0
MDM002928,08-13-2025,sch_0115,Kumar & Co.,Mustard Oil,53.9,KGS,"₹6,468",PENDING,SCH0115,,Kumar & Co,Mustard Oil,53.9,6468.0,120.0
MDM000009,09-23-2025,sch_0248,Singh Brothers,RICE,22500,g,₹900,Due,SCH0248,,Singh Brothers,Rice,22500.0,900.0,0.04
MDM003232,2025-04-24,SCH0560,kumar general store,dal,1.086,Sacks,4887,Pending,SCH0560,,Kumar General Store,Dal,1.086,4887.0,4500.0
MDM008840,09-15-2025,SCH0503,sharma traders pvt ltd,Pulses,56.3 kg,,"5,067/-",PENDING,SCH0503,,Sharma Traders,Dal,56.3,5067.0,90.0
MDM000380,2026-01-31,sch0137,goyal mill,chawal,39.6 kg,,"₹1,584",PENDING,SCH0137,,Goyal Mill,Rice,39.6,1584.0,40.0
MDM002389,2025-07-30,SCH0519,Goyal Rice Mill,Daal,44.2 kg,,3978,Due,SCH0519,,Goyal Rice Mill,Daal,44.2,3978.0,90.0
MDM006673,16.03.2026,sch_0265,Goyal Rice Mill,Oil,46.6,KGS,5592,PENDING,SCH0265,,Goyal Rice Mill,Oil,46.6,5592.0,120.0
MDM007403,17/03/2026,SCH0032,goyal mill,Atta,21100,Grams,633,paid,SCH0032,,Goyal Mill,Atta,21100.0,633.0,0.03
MDM006560,2025-10-26,sch0348,Goyal Enterprises,Cooking Oil,21400,Grams,2568,,SCH0348,,Goyal Enterprises,Cooking Oil,21400.0,2568.0,0.12
MDM007294,28/04/2025,SCH0501,goyal mill,gehun,1.072,Sacks,,Due,SCH0501,,Goyal Mill,Wheat,1.072,0.0,0.0
MDM010114,2026-01-13,SCH-0277,goyal mill,Gehun,58.9,kg,1767,,SCH0277,,Goyal Mill,Wheat,58.9,1767.0,30.0
MDM002352,2025-09-13,S0427,Singh Brothers,Daal,40.5,Kgs,"Rs. 3,645",Cleared,SCH0427,,Singh Brothers,Daal,40.5,3645.0,90.0
MDM011134,09.10.2025,SCH0166,S. Agro Works,Wheat,25.3 kg,,759,Pending,SCH0166,,S Agro Works,Wheat,25.3,759.0,30.0
MDM000458,29-Nov-2025,sch_0122,Goyal Rice Mill,Dal,0.8859999999999999,Bags,"₹3,987",Paid,SCH0122,,Goyal Rice Mill,Dal,0.8859999999999999,3987.0,4500.000000000001
MDM007587,2026-03-18,SCH0539,Singh Brothers,Daal,48500,Grams,"Rs. 4,365",,SCH0539,,Singh Brothers,Daal,48500.0,4365.0,0.09
MDM011249,2025/06/07,sch_0039,Goyal Enterprises,dal,0.446,bags,,Due,SCH0039,2025-06-07,Goyal Enterprises,Dal,0.446,0.0,0.0
MDM001040,08-09-2025,0361,Sharma Traders,chawal,32.7 kg,,"1,308/-",Due,SCH0361,,Sharma Traders,Rice,32.7,1308.0,40.0
MDM003373,2026-01-07,SCH0216,Sharma & Sons,Mustard Oil,11.8,kg,1416,paid,SCH0216,,Sharma & Sons,Mustard Oil,11.8,1416.0,119.99999999999999
MDM004605,26.08.2025,SCH-0125,Goyal Enterprises,Dal,14.6,Kgs,1314,Due,SCH0125,,Goyal Enterprises,Dal,14.6,1314.0,90.0
MDM011853,24/04/2025,SCH-0497,kumar general store,Rice,,,1324,,SCH0497,,Kumar General Store,Rice,0.0,1324.0,0.0
MDM004157,10-Oct-2025,SCH0453,Goyal Enterprises,Sarson Tel,25500,grams,"₹3,060",,SCH0453,,Goyal Enterprises,Sarson Tel,25500.0,3060.0,0.12
MDM001044,14.01.2026,S0488,Goyal Rice Mill,Wheat,1.118,Bori,1677,Due,SCH0488,,Goyal Rice Mill,Wheat,1.118,1677.0,1499.9999999999998
MDM010514,10-12-2025,SCH-0319,Kumar & Co.,Wheat,11500,grams,345,,SCH0319,,Kumar & Co,Wheat,11500.0,345.0,0.03
MDM000100,07.08.2025,SCH0409,Goyal Rice Mill,Sarson Tel,,,"5,700/-",,SCH0409,,Goyal Rice Mill,Sarson Tel,0.0,5700.0,0.0
MDM005818,2025-10-21,SCH0295,Goyal Rice Mill,Sarson Tel,48.2 kg,,"Rs. 5,784",Cleared,SCH0295,,Goyal Rice Mill,Sarson Tel,48.2,5784.0,120.0
MDM011621,2025/12/04,SCH0539,Sharma & Sons,dal,,,"Rs. 3,447",Cleared,SCH0539,2025-12-04,Sharma & Sons,Dal,0.0,3447.0,0.0
MDM006619,2025-07-06,SCH0043,Singh Agro,Chawal,,,1084,Cleared,SCH0043,,Singh Agro,Rice,0.0,1084.0,0.0
MDM002020,28.11.2025,SCH0439,Goyal Enterprises,Dal,55900,Grams,5031,,SCH0439,,Goyal Enterprises,Dal,55900.0,5031.0,0.09
MDM010402,15-Jul-2025,SCH0378,Kumar & Co.,Oil,46.1,KG,"5,532/-",paid,SCH0378,,Kumar & Co,Oil,46.1,5532.0,120.0
MDM009864,2025-10-21,0118,Sharma & Sons,Sarson Tel,0.782,Bags,"Rs. 4,692",Pending,SCH0118,,Sharma & Sons,Sarson Tel,0.782,4692.0,6000.0
MDM008538,18.05.2025,SCH0541,Singh Agro,Rice,12900,Grams,Rs. 516,Paid,SCH0541,,Singh Agro,Rice,12900.0,516.0,0.04
MDM005841,07-25-2025,sch_0468,sharma traders pvt ltd,Atta,0.9059999999999999,bags,"Rs. 1,359",Pending,SCH0468,,Sharma Traders,Atta,0.9059999999999999,1359.0,1500.0000000000002
MDM004025,04-Jul-2025,SCH0546,kumar general store,Lentils,42.7,KGS,"Rs. 3,843",,SCH0546,,Kumar General Store,Dal,42.7,3843.0,90.0
MDM004554,04-Oct-2025,0539,Kumar & Co.,Chawal,,,1796,,SCH0539,,Kumar & Co,Rice,0.0,1796.0,0.0
MDM007721,09/09/2025,S0234,S. Agro Works,gehun,0.684,Sacks,"₹1,026",,SCH0234,,S Agro Works,Wheat,0.684,1026.0,1499.9999999999998
MDM002151,27.03.2026,SCH0019,Sharma & Sons,Wheat,40400,grams,"1,212/-",,SCH0019,,Sharma & Sons,Wheat,40400.0,1212.0,0.03
MDM004246,11-Dec-2025,SCH0585,Singh Brothers,gehun,41.6 kg,,"1,248/-",Paid,SCH0585,,Singh Brothers,Wheat,41.6,1248.0,30.0
MDM009847,17/01/2026,sch_0314,Goyal Rice Mill,Daal,10.9 kg,,,Due,SCH0314,,Goyal Rice Mill,Daal,10.9,0.0,0.0
MDM007175,2025-10-06,S0545,Goyal Rice Mill,RICE,36.0 kg,,"Rs. 1,440",PENDING,SCH0545,,Goyal Rice Mill,Rice,36.0,1440.0,40.0
MDM005280,02/07/2025,SCH0457,Sharma Traders,Sarson Tel,,,5088,paid,SCH0457,,Sharma Traders,Sarson Tel,0.0,5088.0,0.0
MDM004499,2025/09/27,0264,Kumar Supplies,Dal,42.3,KG,3806,Cleared,SCH0264,2025-09-27,Kumar Supplies,Dal,42.3,3806.0,89.97635933806147
MDM009564,12.06.2025,SCH0227,Sharma & Sons,Cooking Oil,15.5 kg,,1860,Due,SCH0227,,Sharma & Sons,Cooking Oil,15.5,1860.0,120.0
MDM006182,02/11/2025,SCH0311,Sharma & Sons,chawal,22.1,kg,,PENDING,SCH0311,,Sharma & Sons,Rice,22.1,0.0,0.0
MDM003283,2025/10/29,SCH0323,Sharma & Sons,Atta,1.01,Bags,"1,515/-",Due,SCH0323,2025-10-29,Sharma & Sons,Atta,1.01,1515.0,1500.0
MDM011056,12-Oct-2025,0079,Singh Agro,Chawal,21600,Grams,Rs. 864,Due,SCH0079,,Singh Agro,Rice,21600.0,864.0,0.04
MDM006663,11-28-2025,SCH0056,Sharma & Sons,RICE,0.352,Sacks,704,Paid,SCH0056,,Sharma & Sons,Rice,0.352,704.0,2000.0000000000002
MDM004920,06-16-2025,SCH-0431,Kumar Supplies,Gehun,1.032,Sacks,"1,548/-",PENDING,SCH0431,,Kumar Supplies,Wheat,1.032,1548.0,1500.0
MDM005991,2025-12-02,sch0368,Singh Agro,Rice,30.4,Kgs,,Cleared,SCH0368,,Singh Agro,Rice,30.4,0.0,0.0
MDM011229,30-Sep-2025,SCH0589,Kumar Supplies,Rice,42100,Grams,"Rs. 1,684",PENDING,SCH0589,,Kumar Supplies,Rice,42100.0,1684.0,0.04
MDM010619,2025-04-01,SCH0434,Sharma & Sons,Oil,52600,grams,6312,Paid,SCH0434,,Sharma & Sons,Oil,52600.0,6312.0,0.12
MDM005782,2026/02/01,S0229,goyal mill,Cooking Oil,34100,grams,"4,092/-",,SCH0229,2026-02-01,Goyal Mill,Cooking Oil,34100.0,4092.0,0.12
MDM002251,2025/10/15,SCH0357,Singh Brothers,chawal,13.7 kg,,548,Pending,SCH0357,2025-10-15,Singh Brothers,Rice,13.7,548.0,40.0
MDM008442,23-Apr-2025,SCH-0598,goyal mill,Sarson Tel,43700,grams,5244,Due,SCH0598,,Goyal Mill,Sarson Tel,43700.0,5244.0,0.12
MDM007699,07-25-2025,SCH0598,Kumar & Co.,gehun,,,Rs. 498,PENDING,SCH0598,,Kumar & Co,Wheat,0.0,498.0,0.0
MDM001663,01/08/2025,0404,Singh Brothers,Daal,38.2 kg,,"Rs. 3,438",Due,SCH0404,,Singh Brothers,Daal,38.2,3438.0,90.0
MDM001594,31/10/2025,SCH0481,Sharma & Sons,Mustard Oil,23500,grams,"₹2,820",,SCH0481,,Sharma & Sons,Mustard Oil,23500.0,2820.0,0.12
MDM002088,26.02.2026,SCH-0208,kumar general store,dal,0.462,50kg Bags,"Rs. 2,079",Cleared,SCH0208,,Kumar General Store,Dal,0.462,2079.0,4500.0
MDM002583,08-14-2025,SCH0364,Singh Brothers,Oil,0.26,50kg Bags,1560,Paid,SCH0364,,Singh Brothers,Oil,0.26,1560.0,6000.0
MDM006674,18.08.2025,SCH0588,Goyal Rice Mill,Oil,10900,Grams,"Rs. 1,308",Cleared,SCH0588,,Goyal Rice Mill,Oil,10900.0,1308.0,0.12
MDM000361,2025-05-21,SCH0203,goyal mill,Pulses,0.232,Sacks,"1,044/-",Cleared,SCH0203,,Goyal Mill,Dal,0.232,1044.0,4500.0
MDM006339,2026-03-30,SCH-0218,S. Agro Works,Sarson Tel,48.1 kg,,"Rs. 5,772",Due,SCH0218,,S Agro Works,Sarson Tel,48.1,5772.0,120.0
MDM008762,19-Nov-2025,SCH0597,Kumar Supplies,Chawal,44.8 kg,,"₹1,792",Pending,SCH0597,,Kumar Supplies,Rice,44.8,1792.0,40.0
MDM010486,23/06/2025,SCH-0197,sharma traders pvt ltd,Sarson Tel,0.948,Bags,5688,,SCH0197,,Sharma Traders,Sarson Tel,0.948,5688.0,6000.0
MDM010641,2025/11/05,SCH-0064,Sharma & Sons,Atta,17500,Grams,525/-,paid,SCH0064,2025-11-05,Sharma & Sons,Atta,17500.0,525.0,0.03
MDM008804,26.04.2025,SCH0423,Singh Brothers,dal,10.2,KGS,,,SCH0423,,Singh Brothers,Dal,10.2,0.0,0.0
MDM009550,2026/02/03,SCH0345,kumar general store,Pulses,52.3,kg,"4,707/-",PENDING,SCH0345,2026-02-03,Kumar General Store,Dal,52.3,4707.0,90.0
MDM004149,19/05/2025,SCH0553,Kumar & Co.,RICE,0.866,bags,"1,732/-",paid,SCH0553,,Kumar & Co,Rice,0.866,1732.0,2000.0
MDM000034,2025-04-06,SCH0352,Sharma & Sons,Oil,32600,grams,3912,PENDING,SCH0352,,Sharma & Sons,Oil,32600.0,3912.0,0.12
MDM007697,2025/05/21,sch0424,Goyal Rice Mill,Daal,,,"₹3,951",Paid,SCH0424,2025-05-21,Goyal Rice Mill,Daal,0.0,3951.0,0.0
MDM002311,29-Jan-2026,0146,Goyal Enterprises,Cooking Oil,58900,g,7068,Due,SCH0146,,Goyal Enterprises,Cooking Oil,58900.0,7068.0,0.12
MDM002143,02/12/2025,SCH0299,Kumar & Co.,Rice,0.8240000000000001,Bori,1648,Pending,SCH0299,,Kumar & Co,Rice,0.8240000000000001,1648.0,1999.9999999999998
MDM009391,12-02-2025,SCH0226,Sharma & Sons,Mustard Oil,0.266,50kg Bags,"Rs. 1,596",Pending,SCH0226,,Sharma & Sons,Mustard Oil,0.266,1596.0,6000.0
MDM011455,29/09/2025,SCH0588,Sharma & Sons,WHEAT,,,Rs. 843,Paid,SCH0588,,Sharma & Sons,Wheat,0.0,843.0,0.0
MDM008537,13-Jan-2026,SCH0572,kumar general store,chawal,55.7,KGS,"₹2,228",PENDING,SCH0572,,Kumar General Store,Rice,55.7,2228.0,40.0
MDM000103,2025-06-15,SCH0194,Singh Brothers,Sarson Tel,15.6 kg,,"Rs. 1,872",Due,SCH0194,,Singh Brothers,Sarson Tel,15.6,1872.0,120.0
MDM003529,2026-01-18,0288,Goyal Rice Mill,Rice,47.6,Kgs,1904,paid,SCH0288,,Goyal Rice Mill,Rice,47.6,1904.0,40.0
MDM010480,18-Jun-2025,sch_0180,Goyal Enterprises,gehun,0.506,Bags,759,,SCH0180,,Goyal Enterprises,Wheat,0.506,759.0,1500.0
MDM005848,2026/03/14,SCH-0436,Sharma Traders,dal,46.4,kg,"₹4,176",Paid,SCH0436,2026-03-14,Sharma Traders,Dal,46.4,4176.0,90.0
MDM008575,2025/10/04,SCH0137,kumar general store,WHEAT,42100,grams,"1,263/-",PENDING,SCH0137,2025-10-04,Kumar General Store,Wheat,42100.0,1263.0,0.03
MDM011890,03.06.2025,SCH0130,kumar general store,dal,0.9640000000000001,Bori,"₹4,338",PENDING,SCH0130,,Kumar General Store,Dal,0.9640000000000001,4338.0,4500.0
MDM004491,2025/06/07,SCH0194,Singh Brothers,dal,0.448,Bori,2015,,SCH0194,2025-06-07,Singh Brothers,Dal,0.448,2015.0,4497.767857142857
MDM003147,2026-03-04,SCH0568,goyal mill,Dal,19.5 kg,,1755,Pending,SCH0568,,Goyal Mill,Dal,19.5,1755.0,90.0
MDM007681,2025-04-23,S0513,Goyal Enterprises,Chawal,51.9,Kgs,"Rs. 2,076",Paid,SCH0513,,Goyal Enterprises,Rice,51.9,2076.0,40.0
MDM011079,07-04-2025,SCH-0319,sharma traders pvt ltd,gehun,33.1,kg,Rs. 993,paid,SCH0319,,Sharma Traders,Wheat,33.1,993.0,30.0
MDM002145,03-15-2026,SCH-0428,sharma traders pvt ltd,Lentils,38200,g,"3,438/-",PENDING,SCH0428,,Sharma Traders,Dal,38200.0,3438.0,0.09
MDM004895,2025/06/27,SCH0257,Sharma Traders,Oil,0.5820000000000001,Sacks,3492,Cleared,SCH0257,2025-06-27,Sharma Traders,Oil,0.5820000000000001,3492.0,5999.999999999999
MDM001571,13.08.2025,SCH0036,Kumar Supplies,Mustard Oil,,,"Rs. 4,536",,SCH0036,,Kumar Supplies,Mustard Oil,0.0,4536.0,0.0
MDM010336,25-May-2025,SCH0148,Sharma Traders,Rice,31900,g,"Rs. 1,276",PENDING,SCH0148,,Sharma Traders,Rice,31900.0,1276.0,0.04
MDM002577,2026/03/31,0189,Singh Agro,Dal,23900,g,2151,paid,SCH0189,2026-03-31,Singh Agro,Dal,23900.0,2151.0,0.09
MDM007857,10-07-2025,S0297,kumar general store,Daal,0.914,Bags,"₹4,113",PENDING,SCH0297,,Kumar General Store,Daal,0.914,4113.0,4500.0
MDM000539,10-Oct-2025,SCH-0160,sharma traders pvt ltd,Rice,50.6,KGS,"₹2,024",PENDING,SCH0160,,Sharma Traders,Rice,50.6,2024.0,40.0
MDM002240,04.04.2025,SCH0443,Sharma Traders,WHEAT,23.7,KG,711,,SCH0443,,Sharma Traders,Wheat,23.7,711.0,30.0
MDM002445,2025/12/02,SCH0424,kumar general store,Daal,,,"Rs. 5,247",Paid,SCH0424,2025-12-02,Kumar General Store,Daal,0.0,5247.0,0.0
MDM010732,18/02/2026,SCH0434,sharma traders pvt ltd,Sarson Tel,0.348,Sacks,"Rs. 2,088",PENDING,SCH0434,,Sharma Traders,Sarson Tel,0.348,2088.0,6000.0
MDM009988,06-28-2025,sch_0544,S. Agro Works,Dal,40200,grams,"3,618/-",Paid,SCH0544,,S Agro Works,Dal,40200.0,3618.0,0.09
MDM000938,11/04/2025,SCH0288,Goyal Rice Mill,Daal,43,Kgs,"₹3,870",PENDING,SCH0288,,Goyal Rice Mill,Daal,43.0,3870.0,90.0
MDM000840,11-Sep-2025,SCH0053,Sharma Traders,chawal,33.7 kg,,1348,paid,SCH0053,,Sharma Traders,Rice,33.7,1348.0,40.0
MDM003947,10-24-2025,SCH0447,kumar general store,Cooking Oil,18.6 kg,,"Rs. 2,232",,SCH0447,,Kumar General Store,Cooking Oil,18.6,2232.0,119.99999999999999
MDM004439,2025-08-27,sch0297,Singh Brothers,Sarson Tel,39.2,Kgs,4704,paid,SCH0297,,Singh Brothers,Sarson Tel,39.2,4704.0,119.99999999999999
MDM010713,2025-09-13,sch0550,Singh Agro,RICE,,,"Rs. 2,268",Paid,SCH0550,,Singh Agro,Rice,0.0,2268.0,0.0
MDM005380,2025-08-07,S0192,S. Agro Works,Chawal,59100,g,"₹2,364",Cleared,SCH0192,,S Agro Works,Rice,59100.0,2364.0,0.04
MDM004413,12.02.2026,sch0329,Sharma Traders,Sarson Tel,0.508,bags,"3,048/-",Paid,SCH0329,,Sharma Traders,Sarson Tel,0.508,3048.0,6000.0
MDM007541,02/08/2025,SCH0413,Goyal Enterprises,Cooking Oil,59,KGS,"7,080/-",,SCH0413,,Goyal Enterprises,Cooking Oil,59.0,7080.0,120.0
MDM004784,2026/03/29,sch0557,goyal mill,Wheat,14.1 kg,,Rs. 423,PENDING,SCH0557,2026-03-29,Goyal Mill,Wheat,14.1,423.0,30.0
MDM002304,12/11/2025,sch_0498,Kumar Supplies,Oil,10.4,kg,"Rs. 1,248",Due,SCH0498,,Kumar Supplies,Oil,10.4,1248.0,120.0
MDM010919,2025/05/26,SCH0406,kumar general store,RICE,0.61,bags,"₹1,220",paid,SCH0406,2025-05-26,Kumar General Store,Rice,0.61,1220.0,2000.0
MDM006225,03-05-2026,SCH-0551,goyal mill,Dal,27200,grams,2448,Cleared,SCH0551,,Goyal Mill,Dal,27200.0,2448.0,0.09
MDM003350,17/05/2025,SCH0522,Singh Agro,Mustard Oil,0.728,bags,"Rs. 4,368",Cleared,SCH0522,,Singh Agro,Mustard Oil,0.728,4368.0,6000.0
MDM004036,06/09/2025,SCH0355,sharma traders pvt ltd,Rice,,,"₹1,676",Paid,SCH0355,,Sharma Traders,Rice,0.0,1676.0,0.0
MDM005485,06-29-2025,sch0422,Goyal Enterprises,Pulses,0.772,bags,3474,PENDING,SCH0422,,Goyal Enterprises,Dal,0.772,3474.0,4500.0
MDM002983,2025-12-04,SCH0057,S. Agro Works,Atta,16.7 kg,,501,Cleared,SCH0057,,S Agro Works,Atta,16.7,501.0,30.0
MDM011729,06/03/2026,sch0311,S. Agro Works,Pulses,1.032,50kg Bags,"Rs. 4,644",Due,SCH0311,,S Agro Works,Dal,1.032,4644.0,4500.0
MDM008789,2026-03-12,SCH0368,Goyal Enterprises,Oil,10.1 kg,,1212,Due,SCH0368,,Goyal Enterprises,Oil,10.1,1212.0,120.0
MDM006065,2026/01/10,SCH0469,Kumar & Co.,Mustard Oil,16300,Grams,"1,956/-",Cleared,SCH0469,2026-01-10,Kumar & Co,Mustard Oil,16300.0,1956.0,0.12
MDM011292,2026/03/03,0018,Singh Agro,Cooking Oil,28.7,KG,"Rs. 3,444",,SCH0018,2026-03-03,Singh Agro,Cooking Oil,28.7,3444.0,120.0
MDM002716,2026-03-30,sch_0094,Kumar Supplies,Gehun,0.9059999999999999,50kg Bags,"Rs. 1,359",paid,SCH0094,,Kumar Supplies,Wheat,0.9059999999999999,1359.0,1500.0000000000002
MDM011275,27.10.2025,SCH-0399,Goyal Enterprises,Atta,,,420,paid,SCH0399,,Goyal Enterprises,Atta,0.0,420.0,0.0
